0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  50  50  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  95  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  25  25  75  75  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  99.75  90.75  9.25  0.25  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  12.5  12.5  50  50  87.5  87.5  100  100  100  100  100  100  100  100  100  100  100  100  100  100  100  99.9875  99.3125  87.125  12.875  0.6875  0.0125  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  6.25  6.25  31.25  31.25  68.75  68.75  93.75  93.75  100  100  100  100  100  100  100  100  100  100  100  100  100  99.9994  99.9544  98.7369  84.0219  15.9781  1.26313  0.045625  0.000625  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3.125  3.125  18.75  18.75  50  50  81.25  81.25  96.875  96.875  100  100  100  100  100  100  100  100  100  100  100  100  99.9972  99.8957  98.062  81.3554  18.6446  1.938  0.10425  0.00284375  3.125e-05  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.5625  1.5625  10.9375  10.9375  34.375  34.375  65.625  65.625  89.0625  89.0625  98.4375  98.4375  100  100  100  100  100  100  100  100  100  100  99.9998  99.9922  99.8091  97.3184  79.0552  20.9448  2.68164  0.190867  0.00777344  0.000170312  1.5625e-06  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.78125  0.78125  6.25  6.25  22.6562  22.6562  50  50  77.3438  77.3438  93.75  93.75  99.2188  99.2188  100  100  100  100  100  100  100  100  100  99.9995  99.9835  99.6937  96.5297  77.0629  22.9371  3.47026  0.306251  0.016548  0.000542031  9.92188e-06  7.8125e-08  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.390625  0.390625  3.51562  3.51562  14.4531  14.4531  36.3281  36.3281  63.6719  63.6719  85.5469  85.5469  96.4844  96.4844  99.6094  99.6094  100  100  100  100  100  100  100  100  99.9987  99.9698  99.55  95.7146  75.3299  24.6701  4.2854  0.449966  0.0302328  0.00131572  3.60352e-05  5.66406e-07  3.90625e-09  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.195312  0.195312  1.95312  1.95312  8.98438  8.98438  25.3906  25.3906  50  50  74.6094  74.6094  91.0156  91.0156  98.0469  98.0469  99.8047  99.8047  100  100  100  100  100  100  99.9999  99.9973  99.9502  99.3792  94.8871  73.8162  26.1838  5.11286  0.620752  0.0497737  0.00269759  9.82461e-05  2.31172e-06  3.18359e-08  1.95313e-10  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
